,SMILES
267,O=C(NC1(c2nc(C3CC3)on2)CCCC1)[C@@H]1C[C@H](C)NC(=O)C1
268,O=C(N[C@H]1c2c(n(CCO)nc2)CCC1)CC[C@@H]1C(=O)NC(=O)N1
269,FC(F)c1n[nH]c(C(=O)NC[C@H](NC(=O)Cc2[nH]cnc2)CO)c1
270,FC(F)(F)[C@H](NCC=1N=C2N=C(N)NN2C(=O)C=1)c1scc(C)n1
271,BrC=1C(=O)NC(C)=C(C(=O)NCc2cc(C(F)(F)F)ccc2)C=1
272,FC(F)(F)c1cc(C2(NC(=O)C[C@@H]3NC(=O)CC3)CC2)ccc1
273,FC(F)C(C(=O)NCC1(NC(=O)[C@H]2CC(=O)NCC2)CCC1)(C)C
274,Clc1cc(C(=O)N[C@@H](CNC(=O)[C@H]2NC(=O)NC2)CC)[nH]c1
275,O=C(NC1(c2ccccc2)CCCC1)C=1C=C(C2CC2)NC(=O)C=1
276,Fc1c(N(CC)CC=2N=C3N=C(N)NN3C(=O)C=2)cccc1
277,O=C(Nc1c(O)cc2N(C)C(=O)N(C)c2c1)c1c(C)ccc(C)c1
278,Clc1cc(C(=O)NC[C@@H](NC(=O)c2[nH]cc(F)c2)C2CC2)[nH]c1
279,S(C)c1cc(C(F)(F)F)cc(C=2c3c(C(=O)N(C)C=2)cccc3)c1
280,Fc1cc(C[C@@H](O)CNC(=O)c2[nH]cc(C#N)c2)ccc1
281,O=C(Nc1cc2N(C)C(=O)N(C)c2cc1)C(=O)NC1CC(O)C1
282,O=C(NC1(c2[nH]ncn2)CCC1)C[C@H]1OC(=O)c2c1cccc2
283,Brc1cc(C2(NC(=O)[C@H]3CC(=O)NCC3)CCC2)ccc1
284,O=C(Nc1c(O)cc2N(C)C(=O)N(C)c2c1)Cn1c(C)cc(C)n1
285,O=C(NCCc1[nH]c2c(c1)cccc2)CC[C@@]1(C)NC(=O)CC1
286,O=C(C)N1c2c(O[C@H](C(=O)NCC=3NC(=O)C=CC=3)C1)cccc2
287,O=C(N[C@@H](CNC(=O)c1[nH]ccc1)C1CC1)c1[nH]c2c(scc2)c1
288,O=C(N[C@@H]1CN(C(C)C)C(=O)C1)NC1(c2cc(C)ccc2)CCC1
289,O=C(NC1(c2ccc(OC)cc2)CC1)[C@@H]1C[C@H](CC)NC(=O)C1
290,Brc1cc(-n2c(NC(=O)[C@H]3NC(=O)NC(=O)C3)cc(C)n2)ccc1
291,O=C(N[C@H](CO)CNC(=O)c1cnccc1)c1[nH]c2c(scc2)c1
292,Clc1c(Cl)cc(C(=O)N[C@H](CO)CNC(=O)c2[nH]ccc2)[nH]1
293,Clc1cc(O)c(NC(=O)CN(C(=O)C)c2ccccc2)cc1
294,FC(F)(F)c1cc([C@H](O)C(=O)NCC=2NC(=O)C=CC=2)ccc1
295,Clc1cc(C2(NC(=O)N[C@@H]3CN(C)C(=O)C3)CCC2)ccc1
296,Fc1cc2NC(=O)C[C@H](C(=O)NC3(CC)CCCC3)c2cc1
297,Brc1ccc(C2(NC(=O)N[C@H]3CC(=O)OC3)CCCC2)cc1
298,Fc1c(C2(NC(=O)[C@@H]3C[C@H](C)NC(=O)C3)CCCC2)ccc(F)c1
299,FC(F)(F)c1cc(NC2=CNC(=O)C=C2)cc(-n2cc(C)nc2)c1
300,Fc1cc2NC(=O)C[C@H](C(=O)N[C@H]3[C@H](O)CCCC3)c2cc1
301,O=C1N(C)c2c(Nc3ccc(CO)cc3)cccc2CN1
302,[S@H0](=O)(C[C@@H](NCC=1N=C2N=C(N)NN2C(=O)C=1)c1ccccc1)C
303,Fc1cc(C(=O)NC[C@H](NC(=O)Cc2[nH]ncn2)CC)[nH]c1
304,Fc1cc(C2(NC(=O)N[C@@H]3CN(C(C)C)C(=O)C3)CCC2)ccc1
305,FCC1(NC(=O)[C@@H]2c3c(NC(=O)C2)cccc3)CCC1
306,S(Cc1cc(C(F)(F)F)ccc1)C=1N(C)C(=O)c2c(N=1)cccc2
307,O=C1N(C[C@H](O)CO)C(=O)c2n3c(N(CCO)C(C)=C3)nc2N1C
308,Clc1cc2c(N(CC=3N=C4N=C(N)NN4C(=O)C=3)CCCC2)cc1
309,Fc1cc2NC(=O)C[C@H](C(=O)N[C@@]3(C(=O)N)COCC3)c2cc1
310,O=C(NC/C=C/CO)C(=O)Nc1cc2N(C)C(=O)N(C)c2cc1
311,O=C(N[C@@H](C(=O)N1C(N)=NC(=O)C(N)=C1)Cc1[nH]cnc1)C
312,O=C(N[C@H](CO)CNC(=O)C=1NC(=O)C=CC=1)Cc1[nH]ncc1
313,Fc1c(c(F)cc(CO)c1)-c1cc2NC(=O)NC(C)(C)c2cc1
314,FC(F)(F)c1cc([C@H](O)C(=O)N2C3(C[C@H](O)CC2)CCC3)ccc1
315,FC(F)(F)[C@H](O)CNC(=O)[C@@H]1c2c(NC(=O)C1)cc(F)cc2
316,O=C(Nc1c(-c2cn(C)nc2)nn(C)c1)[C@@H]1C[C@@H](CC)NC(=O)C1
317,FC(F)(F)c1cc([C@H](O)C(=O)NCc2[nH]nc(CC)c2)ccc1
318,Clc1cc2c(N(CC=3N=C4N=C(N)NN4C(=O)C=3)[C@H](C)C2)cc1
319,O=C(NC1(c2ccc(OC)cc2)CCCC1)C=1NC=CC(=O)C=1
320,FC1(F)CC(NC(=O)N[C@H]2CC(=O)OC2)(C)C1
321,Clc1c([C@@H](O)CNC(=O)c2nnn([C@H]3[C@H](O)CC3)c2)ccc(Cl)c1
322,Clc1cc(O)c(NC(=O)[C@H]2NC(=O)NC(=O)C2)cc1
323,O=C(NC1(C#N)CCSCC1)[C@@H]1C[C@H](CC)NC(=O)C1
324,Clc1cc([C@H](O)C(=O)N[C@H](C(=O)OCC)Cc2[nH]cnc2)ccc1
325,O=C(NCc1[nH]ccc1)C(=O)Nc1cc2N(C)C(=O)N(C)c2cc1
326,FC1(F)[C@@H](NC(=O)N[C@H]2CC(=O)OC2)CCC1
327,O=C(NC1(CCOC)CCC1)[C@@H]1C[C@@H](CC)NC(=O)C1
328,Fc1cc2NC(=O)C[C@H](C(=O)N[C@H]3C[C@H]4C(F)(F)[C@@H]4CC3)c2cc1
329,O=C(N[C@H]1CC(=O)OC1)NC1(c2cc(C)ccc2)CCC1
330,O=C(N[C@H](C(C)C)CNC(=O)c1[nH]cc(C#N)c1)[C@@H]1C(=O)NCC1
331,O=C(NC1(c2cc(C#N)ccc2)CC1)[C@@H]1C[C@H](CC)NC(=O)C1
332,Fc1c(CC(=O)NCC=2NC(=O)NC(=O)C=2)cc(F)cc1
333,S(C)C1=NC(CNC(=O)c2[nH]cc(F)c2)=CC(=O)N1
334,O=C(N[C@@H](CNC(=O)C=1NC(=O)C=CC=1)C)C=1N(C)C(=O)NC=1
335,S(=O)(=O)(NCC(=O)N[C@H]1c2c(n(CCO)nc2)CCC1)NC
336,O=C(N[C@@H]1c2c(n(CCO)nc2)CCC1)CN1C(=O)NNC1=O
337,O=C(N[C@@H](CNC(=O)c1[nH]cc(C#N)c1)CC(C)C)c1[nH]ncn1
338,O=C(N[C@@H](CNC(=O)C=1NC(=O)C=CC=1)CC)C=1NC(=O)SC=1
339,Fc1c(NC(=O)[C@@H]2c3c(NC(=O)C2)cc(F)cc3)ccc(F)n1
340,Fc1cc(O)c(NC(=O)[C@H]2CC(=O)NCC2)cc1
341,O=C(N[C@@H]1CNC(=O)CC1)Nc1c(COC(CC)(C)C)cccc1
342,S(Cc1c(F)ccc(CO)c1)C=1N(CC)C(=O)c2c(N=1)cccc2
343,O=C(CCn1nccc1)N1C[C@H]2N(C(=O)c3c2cccc3)CC1
344,FC(F)(F)[C@@H](NCC=1N=C2N=C(N)NN2C(=O)C=1)c1ccccc1
345,BrC=1C(=O)NC=CC=1C(=O)NC1(c2ccc(OC)cc2)CCCC1
346,Fc1cc(C(=O)N[C@@H](CNC(=O)[C@H]2NC(=O)NC2)CC)[nH]c1
347,O=C1N(C[C@@H](O)CO)C(=O)c2n3c(N(CCO)C(C)=C3)nc2N1C
348,Clc1c([C@@H](O)CNC(=O)C(=O)NC[C@@H](S(=O)(=O)N)C)ccc(Cl)c1
349,FC(F)(F)c1cc([C@H]2OCCN(C(=O)[C@H]3C[C@@H](O)CC3)C2)ccc1
350,FC(F)(F)c1cc([C@](O)(C(=O)NCC=2NC=CC(=O)C=2)C)ccc1
351,O=C(N[C@H]1CC(=O)OC1)Nc1n(-c2ncccc2)ncc1
352,Clc1sc([C@H](C(=O)Nc2c(O)cc3N(C)C(=O)N(C)c3c2)C)cc1
353,O=C(N[C@H]1C2(C1)CC(O)C2)[C@@H]1c2c(C(=O)N(C)C1)cccc2
354,Clc1cc(O)c(NC(=O)[C@@H]2C[C@H](C)NC(=O)C2)cc1
355,S(Cc1cc(C(F)(F)F)ccc1)C=1N(CC)C(=O)c2sccc2N=1
356,Fc1cc(C(=O)NC[C@H](NC(=O)/C=C\c2[nH]ccc2)CO)[nH]c1
357,Clc1c([C@@H](O)CNC(=O)CNC(=O)CNC(=O)C)ccc(Cl)c1
358,O=C(N)c1c2c(n(C=3NC(=O)C=CC=3)c1)ccc(N)c2
359,O=C1N2NC(N)=NC2=NC(CN(C[C@H](O)CC)c2ccccc2)=C1
360,FC(F)c1c(C(=O)NCC2=CNC(=O)C=C2)n2c(n1)C=CC=C2
361,FC(F)(F)c1cc(Nc2c(O)cc(F)cc2)c(N2CCCC2)cc1
362,FC(F)(F)Oc1ccc([C@@H](NC(=O)[C@H]2CC(=O)NCC2)C)cc1
363,O=C(NCCC(=O)N1[C@H](CNC(=O)C=2NC(=O)C=CC=2)CC1)N
364,Fc1cc(O)c(NC2=CN(CC)C(=O)C=C2)cc1
365,Clc1cc(OCC(F)F)c(NC(=O)[C@@H]2C[C@H](CC)NC(=O)C2)cc1
366,O=C(NCC=1NC=CC(=O)C=1)[C@@H](O)c1ncccc1
367,Clc1c(O)ccc(CC(=O)NC[C@H](O)c2ccc(F)cc2)c1
368,O=C1N2NC(N)=NC2=NC(CN2c3c([C@@H](C(C)C)C2)cccc3)=C1
369,Clc1c(F)cc([C@H](O)CNC(=O)c2cc3OC(=S)Nc3cc2)cc1
370,FC(F)c1n[nH]c(C(=O)NC[C@@H](NC(=O)c2ocnc2)CO)c1
371,FC(F)(F)[C@H](NCC=1N=C2N=C(N)NN2C(=O)C=1)c1sccn1
372,O=C(NC[C@@H](NC(=O)c1occc1)CC)[C@H]1NC(=O)NC(=O)C1
373,FC(F)c1n[nH]c(C(=O)N[C@H](C)c2cc3c(n(C)c(O)c3)cc2)c1
374,FC(F)(F)c1cc(F)cc(-n2c3c(c(C(=O)N)c2)cc(N)cc3)c1
375,FC(F)(F)c1cc([C@H](O)C(=O)N[C@H]2c3c(cccc3)CC2)ccc1
376,FC(F)(F)C=1C(=O)N(CC=2N=C3N=C(N)NN3C(=O)C=2)C=CC=1
377,O=C(NC1(c2cc3OCOc3cc2)CC1)[C@@H]1C[C@H](C)NC(=O)C1
378,S=C1N(C)C(=O)c2c(N1)cc(C(=O)NCC[C@H](O)C(F)(F)F)cc2
379,Brc1cc(O)c(NC(=O)[C@H]2NC(=O)NC(=O)C2)cc1
380,O=C(N(CC=1NC(=O)C=CC=1)C)C1=NN(CC)C(=O)C=C1
381,Clc1sc(CC(=O)N2C[C@H]3N(C(=O)c4c3cccc4)CC2)cc1
382,O=C(NCC1=CNC(=O)C=C1)c1c(-c2ccccc2)nn(CC)c1
383,Fc1c(O)ccc(CC(=O)N[C@H](C(=O)OCC)Cc2[nH]cnc2)c1
384,FC(F)(F)c1cc([C@H](O)C(=O)N2CC(N3C(=O)CCC3)C2)ccc1
385,O=C1N2NC(N)=NC2=NC(CN2c3c(cccc3)CC2)=C1
386,Clc1cc(C2(NC(=O)N[C@@H]3CN(C(=O)C3)C3CC3)CCC2)ccc1
387,O=C(OC[C@H](NC(=O)Cc1ccc(O)cc1)Cc1ccccc1)N
388,O=C(NC[C@H](NC(=O)c1[nH]cc(C#N)c1)CC)[C@H]1NC(=O)NC1
389,S(Cc1cc(C(F)F)ccc1)C=1N(C)C(=O)c2c(N=1)cccc2
390,O=C(Nc1cc(C(=O)N)ccc1)NC1(c2ccccc2)CC(O)C1
391,Clc1cc(C(=O)NC[C@H](NC(=O)Cc2[nH]ccn2)CO)[nH]c1
392,O=C(NCC=1NC=CC(=O)C=1)CCc1c(C(=O)N)cccc1
393,Clc1cc(O)c(NC(=O)[C@@H]2C[C@H](CC)NC(=O)C2)cc1
394,O=C1N2NC(N)=NC2=NC(CN2c3c(O[C@@H](C)C2)cc(C)cc3)=C1
395,BrC=1C(=O)NC=CC=1CC(=O)NCc1c(C)cc(CO)cc1C
396,Fc1c2OCC[C@@H](C(=O)NCC=3NC=CC(=O)C=3)c2ccc1
397,O=C(NC1(c2ccc(C)cc2)CCC1)[C@H]1CC(=O)NCC1
398,S=C1NC(=O)C=C(CNC(=O)[C@@](O)(C)c2ccc(F)cc2)N1
399,F[C@H]1[C@H](NC(=O)[C@@H]2C[C@H](CC)NC(=O)C2)CCCC1
400,O=C(N[C@@H](CNC(=O)C=1NC(=O)C=CC=1)C)[C@@H]1NS(=O)(=O)CC1
401,O=C(N[C@H]1c2c(n(CCO)nc2)CCC1)CCc1ccc(O)cc1
402,O=C(N[C@@H]1[C@H](Oc2cn(CC)nc2)CCC1)N[C@H]1CC(=O)OC1
403,O=C(NCC1=NC([O-])=CC(=O)N1)C=1NC(=O)C=CC=1
404,O=C(Cc1cc(O)ccc1)N1C[C@H]2N(C(=O)c3c2cccc3)CC1
405,Fc1c([C@H](NC(=O)[C@H]2CC(=O)NCC2)C2CC2)ccc(F)c1
406,O=C(N[C@H](CC(=O)N(CC)C1CN(C(=O)[C@@H]2NC(=O)OC2)C1)C)N
407,S(Cc1c(CC)nc(C(C)C)cc1)C=1N(C)C(=O)c2c(scc2)N=1
408,O=C(N[C@@H]1[C@H](CNc2ncccn2)CCC1)C1CC(=O)NC(=O)C1
409,O=C1N2NC(N)=NC2=NC(CN(C)c2c(N(C)C)cccc2)=C1
410,O=C1N(C)C(=O)c2n3c(N(c4cc(O)ccc4)C(C)=C3)nc2N1C
411,O=C(NCC=1NC=CC(=O)C=1)CCC[C@@]1(C)C(=O)NC(=O)N1
412,Clc1cc(O)c(NC(=O)[C@H]2CC(=O)NCC2)cc1
413,S(=O)(=O)(N)C1CN(C(=O)[C@@H](O)c2cc(C(F)(F)F)ccc2)C1
414,FC1(F)[C@@H](C(=O)NC[C@H](O)CNC(=O)c2[nH]c3c(c2)CCC3)CC1
415,O=C(NC1(c2cc(OC)ccc2)CCC1)C[C@@H]1NC(=O)CC1
416,Fc1cc2NC(=O)C[C@H](C(=O)N[C@H]3[C@H](C#N)CNC3)c2cc1
417,O=C(NC[C@H](NC(=O)c1[nH]c2sccc2c1)C(C)C)c1occc1
418,O=C(N[C@@H](CNC(=O)c1[nH]ccc1)CC)c1[nH]c2c(c1)CCC2
419,Fc1c(O)ccc(CC(=O)N[C@H]2c3c(n(CCO)nc3)CCC2)c1
420,O=C(Nc1cc2N(C)C(=O)N(C)c2cc1)C(=O)NC1(C)CC=CC1
421,O=C(N[C@H](C(C)C)CNC(=O)C1=CCCC1)c1[nH]c2c(scc2)c1
422,O=C(NCCc1[nH]c2c(c1)cccc2)c1c2nc[nH]c2ccc1
423,FC(F)C1(NC(=O)[C@@H]2c3c(NC(=O)C2)cccc3)CCCC1
424,O=C(N[C@@H](CNC(=O)c1[nH]ccc1)CC)c1[nH]c2sccc2c1
425,FC(F)COc1c(NC(=O)[C@@H]2C[C@@H](CC)NC(=O)C2)ccc(F)c1
426,Fc1cc(C(=O)NC[C@H](NC(=O)c2[nH]c3c(c2)CCC3)CO)[nH]c1
427,O=C(NC[C@H](NC(=O)C=1NC(=O)C=CC=1)CO)Cc1[nH]ccn1
428,Fc1cc2NC(=O)C[C@@H](C(=O)NCc3ccc(CO)cc3)c2cc1
429,O=C(Nc1c(O)cc2N(C)C(=O)N(C)c2c1)c1[nH]cc(C(=O)C)c1
430,Fc1c(F)ccc([C@H](C(=O)NC[C@H]2CN(CCC)C(=O)C2)C)c1
431,O=C(NCCC(O)(C)C)C(=O)Nc1cc2N(C)C(=O)N(C)c2cc1
432,O=C(N[C@@H](c1ccc(OC)cc1)C1CC1)[C@@H]1C[C@@H](CC)NC(=O)C1
433,FC(F)(F)C=1C(=O)NC=C(C(=O)Nc2n([C@@H]3COCC3)ncc2)C=1
434,FC(F)(F)[C@H](NCC=1N=C2N=C(N)NN2C(=O)C=1)c1cn(C)nc1
435,O=C1N2NC(N)=NC2=NC(CN2c3c(cc(CC)cc3)CC2)=C1
436,O=C(N[C@@H](CNC(=O)C1=CCCC1)CC)c1[nH]c2c(scc2)c1
437,F[C@H]1[C@@H](NC(=O)[C@@H]2C[C@@H](CC)NC(=O)C2)CCC1
438,FC(F)(F)c1c(C)ccc(C(=O)NCCC=2NC(=O)SC=2)c1
439,FC(F)c1n[nH]c(C(=O)NC[C@@H](NC(=O)[C@H]2CC(=O)NCC2)C)c1
440,FC1(F)CC2(CN(C(=O)C3=CN(c4ccccc4)C(=O)C=C3)C2)C1
441,O=C(Nc1c(O)cc2N(C)C(=O)N(C)c2c1)c1c(C)nc(C)cc1
442,O=C(Nc1cc2N(C)C(=O)N(C)c2cc1)C(=O)NC1(CCO)CC1
443,O=C(N[C@H](CC(=O)N)C)C(=O)Nc1cc2N(C)C(=O)N(C)c2cc1
444,O=C(N(CC=1NC(=O)C=CC=1)C)C1=CN(CCOC)C(=O)C=C1
445,O=C(NC[C@H](NC(=O)c1[nH]c2c(occ2)c1)CC)c1sncc1
446,O=C(N[C@H]1c2nn(C3CCCC3)cc2CCC1)C[C@@H]1NC(=O)CC1
447,O=C(N[C@@H](CNC(=O)c1[nH]ccc1)C1CC1)c1[nH]c2c(occ2)c1
448,Clc1c(Cl)ccc(C2(NC(=O)[C@@H]3C[C@H](C)NC(=O)C3)CC2)c1
449,FC(F)(F)c1cc(Nc2c3c(C(=O)CC3)ccc2)c(CO)cc1
450,O=C(N1C[C@@H](CNC(=O)C=2NC(=O)C=CC=2)[C@@H](C)C1)c1occc1
451,O=C(NC1(c2cc(C)ccc2)CCC1)C[C@@H]1NC(=O)CC1
452,Fc1c(F)cc([C@H](O)CNC(=O)c2cc(CC)c(O)cc2)cc1F
453,F[C@H]1[C@@H](NC(=O)[C@@H]2c3c(NC(=O)C2)cc(F)cc3)CCC1
454,S(=O)(=O)(NCC(=O)NC[C@@H](NC(=O)c1[nH]cc(F)c1)CC)CC
455,Fc1cc(C2(NC(=O)C[C@@H]3NC(=O)CCCC3)CC2)ccc1
456,Clc1cc(F)c([C@H](O)C(=O)NCC=2NC(=O)NC(=O)C=2)cc1
457,Fc1cc(O)c(Nc2c3N(C)C(=O)NCc3ccc2)cc1
458,FCC[C@@H](NC(=O)C(=O)Nc1cc2N(C)C(=O)N(C)c2cc1)CO
459,FC(F)(F)c1cc([C@H](O)C(=O)N2CC(O)(CC)C2)ccc1
460,O=C(N[C@@H](CNC(=O)c1[nH]cc(C#N)c1)CC)[C@@H]1C(=O)NCCC1
461,BrC=1C(=O)NC(C)=C(C(=O)NCc2cc(F)c(CO)cc2)C=1
462,O=C(NCC=1NC=CC(=O)C=1)CCn1c(O)ccc1O
463,O=C(NC[C@H](NC(=O)c1[nH]cc(C#N)c1)CC)Cc1[nH]ncn1
464,Clc1cc(C2(NC(=O)[C@@H]3C[C@H](C)NC(=O)C3)CCCC2)ccc1
465,FC(F)(F)c1cc(Nc2c(O)cc(O)cc2)c(CO)cc1
466,O=C(NCCc1[nH]c2c(n1)cccc2)c1cc(CC)c(O)cc1
467,O=C(Nc1n(CCC)ncc1)[C@@H]1C[C@@H](C)NC(=O)C1
468,O=C1NC(C)(C)Cc2c1ccc(C=1NC(=O)C=CC=1)c2
469,FC(F)c1c(F)ccc(C(=O)NCCc2[nH]c3c(c2)cccc3)c1
470,Clc1cc(C)c(C(=O)Nc2c(O)cc3N(C)C(=O)N(C)c3c2)cc1
471,Fc1cc2NC(=O)C[C@H](C(=O)NC3(C(=O)N)CCOCC3)c2cc1
472,S(C)C1=NC(CNC(=O)C=2NC(=O)C=CC=2)=CC(=O)N1
473,O=C(N[C@H](CO)CNC(=O)C=1NC(=O)C=CC=1)[C@H](C)n1nccc1
474,Clc1c([C@@H](O)CNC(=O)c2[nH]c3c(F)cccc3c2)c(Cl)ccc1
475,Brc1ccc(C2(NC(=O)[C@@H]3C[C@H](CC)NC(=O)C3)CC2)cc1
476,O=C(CN1C(=O)NN=C1)N1[C@H](CNC(=O)C=2NC(=O)C=CC=2)CC1
477,O=C1N(C)c2c(Nc3c(O)cc(C)cc3)cccc2CN1
478,Fc1cc(C(=O)NC[C@H](NC(=O)c2[nH]c3c(c2)CCC3)C)[nH]c1
479,Fc1cc(/C=C/CC(=O)NN2C(=O)[C@](CC)(C)NC2=O)ccc1
480,O=C(NC[C@H](NC(=O)C=1NC(=O)SC=1)CC)[C@H]1NC(=O)NC1
481,FC(F)(F)c1c(C)cc(Nc2c3c(NC(=O)N(C)C3)ccc2)cc1
482,FC(F)(F)C[C@@H](NC(=O)C[C@H](NC(=O)C)C(=O)N)c1ccccc1
483,Fc1cc(C(=O)NC[C@H](NC(=O)c2[nH]c3c(c2)CCC3)CC)[nH]c1
484,Fc1c(C(=O)C)cc(Nc2c(O)cc(F)cc2)cc1
485,O=C(N[C@H]1c2c(n(CCO)nc2)CCC1)CCn1c(O)ccc1O
486,O=C(NC[C@H](NC(=O)c1[nH]cc(C#N)c1)CC)CCc1[nH]ncn1
487,O=C(NC[C@H](NC(=O)c1[nH]c2c(scc2)c1)C(C)C)c1occc1
488,S(=O)(=O)(N)c1cc(CNC(=O)C=2C(=S)NC(=O)NC=2C)c(F)cc1
489,O=C(NC[C@H](NC(=O)c1[nH]c2c(occ2)c1)C)[C@@H]1NC(=O)NC1
490,Fc1cc(C(=O)NC[C@H](NC(=O)c2[nH]c3c(occ3)c2)CC)[nH]c1
491,O=C(NC[C@H](NC(=O)c1[nH]c2c(occ2)c1)C1CC1)c1occc1
492,O=C(N(CC=1NC(=O)C=CC=1)C)CN1C(=O)NNC1=O
493,FC(F)(F)[C@@H](NCC=1N=C2N=C(N)NN2C(=O)C=1)CCO
494,Fc1c([C@H](NC(=O)N[C@@H](C)c2cc(O)ccc2)CO)ccc(F)c1
495,Clc1cc([C@](O)(C(=O)NCC=2NC(=O)C=CC=2)CC)ccc1
496,O=C(N[C@@H](CNC(=O)C1=CCOCC1)C)c1[nH]c2c(scc2)c1
497,O=C(NC1(c2cc(OC)ccc2)CCC1)C[C@@H]1NC(=O)CCC1
498,O=C1N2NC(N)=NC2=NC(CN(C)c2c(C(C)C)cccc2)=C1
499,Clc1cc(-n2c(NC(=O)[C@H]3NC(=O)NC(=O)C3)cc(C)n2)ccc1
500,S(Cc1cc(C(F)(F)F)ccc1)C=1N(C)C(=O)c2c(scc2)N=1
501,O=C(N[C@H]1CC(=O)NC1)Nc1n(-c2ccccc2)nc(C2CC2)c1
502,FC(F)(F)c1nccc(CNC(=O)C2=C(C)NC(=O)C=C2)c1
503,O=C(N[C@H](CNC(=O)c1[nH]cc(C#N)c1)C1CC1)c1[nH]ncn1
504,Clc1c([C@@H](O)CNC(=O)c2c3NC(=O)Nc3ncc2)c(F)ccc1
505,O=C(NCCc1[nH]c2c(c1)cccc2)c1cc(C)c(O)cc1
506,O=C(C[C@@H]1OC(=O)c2c1cccc2)N1C[C@H](CO)OC(C)(C)C1
507,Clc1c([C@@H](O)[C@@H](NC(=O)c2[nH]c(C(F)(F)F)cc2)C)c(F)ccc1
508,Clc1c(F)cc([C@H](O)CNC(=O)C2=CN3C(=S)NN=C3C=C2)cc1
509,Fc1c(CC(=O)N[C@H](C(=O)NC)Cc2[nH]cnc2)cc(F)cc1
510,Fc1c(C2(NC(=O)[C@H]3C[C@@H](O)CCC3)CCCC2)ccc(F)c1
511,Clc1cc(C(=O)NC[C@H](NC(=O)Cc2[nH]cnc2)CC)[nH]c1
512,F[C@@H]1[C@@H](NC(=O)C(=O)Nc2cc3N(C)C(=O)N(C)c3cc2)CCC1
513,O=C(N[C@@H](CNC(=O)c1cscc1)CC)c1[nH]c2c(scc2)c1
514,Fc1ccc(C(=O)Nc2c(O)cc3N(C)C(=O)N(C)c3c2)cc1
515,Clc1cc(C2(NC(=O)[C@@H]3C[C@@H](CC)NC(=O)C3)CCCC2)ccc1
516,Clc1c([C@@H](O)CNC(=O)c2nnn(C(F)(F)CO)c2)ccc(Cl)c1
517,O=C(N[C@H]1CN(C(=O)/C=C/c2[nH]ccc2)CCC1)Cc1[nH]ncn1
518,Fc1c(O)ccc(CC(=O)NC[C@H](O)c2c(F)cccc2F)c1
519,O=C(N[C@@H](CNC(=O)C=1NC(=O)C=CC=1)C)Cc1cn(CC)nc1
520,O=C(NC[C@H](NC(=O)C=1NC(=O)N(C)C=1)C)C=1N(C)C(=O)NC=1
521,FC(F)(F)C=1C(=O)NC=C(C(=O)N2C[C@@](O)(C(F)(F)F)CC2)C=1
522,O=C(N[C@@H](CC(=O)NCC=1NC=CC(=O)C=1)c1sccc1)N
523,FC(F)c1n[nH]c(C(=O)N[C@H](CO)CNC(=O)c2[nH]ccc2)c1
524,O=C(Nc1n([C@H]2COCCC2)ncc1)N1C2(CC(=O)CC1)CCC2
525,FC(F)(F)C[C@H](NC(=O)C=1C=C(C)NC(=O)C=1)c1ccc(C)cc1
526,BrC=1C(=O)NC=C(C(=O)Nc2n(-c3c(F)cccc3)nc(C)c2)C=1
527,Fc1cc(C(=O)NC[C@H]2[C@@H](C)CN(C(=O)c3occc3)C2)[nH]c1
528,O=C(Nc1c(O)cc2N(C)C(=O)N(C)c2c1)c1cc(CO)ccc1
529,Clc1c([C@@H](O)[C@@H](NC(=O)c2[nH]c(C(=O)N)cc2)C)c(F)ccc1
530,S(CC(=O)NCc1c(C)cc(CO)cc1C)C1=NNC(=O)N1
531,O=C(CCc1[nH]ccc1)N1C2(CN(C(=O)[C@@H]3CC(=O)CC3)C2)CC1
532,O=C(NC[C@H](O)c1[nH]cnc1)c1[nH]c2c(c3c(cc2)cccc3)c1
533,Fc1cc(O)c(Nc2c(C(=O)Nc3ccccc3)cccc2)cc1
534,Fc1c([C@H](NC(=O)[C@H](C)c2cc(O)ccc2)CO)ccc(F)c1
535,Fc1cc2NC(=O)C[C@H](C(=O)N[C@@H]3[C@@H](O)CCC3)c2cc1
536,FC1(F)[C@H](C(=O)NC[C@H](NC(=O)c2[nH]c3c(c2)CCC3)C2CC2)C1
537,FC(F)(F)c1cc(-n2c(Nc3c(O)cc(F)cc3)ccn2)ccc1
538,Fc1cc(C2(NC(=O)[C@@H]3C[C@H](CC)NC(=O)C3)CC2)ccc1
539,S(Cc1c(F)ccc(CO)c1)C=1N(C)C(=O)c2c(N=1)cccc2
540,Fc1cc2NC(=O)C[C@H](C(=O)Nc3n(C)nc(C)c3)c2cc1
541,O=C(NC[C@H](NC(=O)C=1NC(=O)SC=1)C1CC1)Cc1[nH]ncn1
542,Clc1cc(C(=O)N[C@H](CNC(=O)c2[nH]cc(Cl)c2)C2CC2)[nH]c1
543,O=C(NCC=1NC=CC(=O)C=1)Cc1ccc(O)cc1
544,O=C(Nc1ccc(CO)cc1)C1=C(C)C(=O)Nc2c1cccc2
545,Clc1cc([C@](O)(CNC(=O)C=2C=C(CC)NC(=O)C=2)C)ccc1
546,O=C(N[C@@H](CNC(=O)C=1NC(=O)N(C)C=1)C)Cc1[nH]ncc1
547,S(=O)(=O)(C[C@H](C(=O)Nc1c(O)cc2N(C)C(=O)N(C)c2c1)C)C
