Index,mol_min,Chemical name,DILI_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCG2_Inhib_binary,ABCB1_Inhib,ABCB1_Inhib_binary,BSEP_Inhib,BSEP_Inhib_binary,OATP1B1_Sum_Binary,OATP1B1_binary,OATP1B3_Sum_Binary,OATP1B3_binary,Transporter_Sum_float,Transporter_binary_score,Binary_Characterization
15,ClC=1[C@@]2(Cl)[C@@H]3[C@@H]([C@H]4C=C[C@@H]3C4)[C@@](Cl)(C=1Cl)C2(Cl)Cl,Aldrin,1,39.534344,0,0,2,2,0,0,0,0,26,0,0,18,17,39.682106,1.5262349,0,0,12,6,0,8,0,0,0,0,0,1.9584227,-2.6178868,-0.63412529,0.54586244,2.992003,-2.6158903,-0.40464523,0.95290929,2.9882627,-2.3724546,-0.36157781,0.95060819,3.2348337,11.265656,0,0,0,29,2,21,2,0,0,27,0,13.085422,13.474569,6.6712084,7.085422,8.2757273,8.0455275,4.643847,5.121027,6,0,1.0880156,6,0,-0.78752118,-0.40975893,0.023316598,2.8464007,-0.89949769,-0.24037428,0.53433591,2.9319227,-0.53362918,-0.1291423,0.48448503,3.1171341,11.795918,2.8612754,0.85542434,16.925268,4.1917,1.2724397,3.9414248,0,0,1,1,5.60536,-6.1571202,7.5015597,1,1,15,1,4,0,1,2.016,-2.016,0.82767081,-0.82767081,0.20089418,0.13125841,25.592316,17.570265,0,0,0,0,0,8.701313,142.8376,59.163895,0,0,0,0,1,0.82997847,0,0,0.17002153,0,253.86539,210.7028,0,0,43.162582,0,0.33333334,0.5,2.016,-2.016,0.28769842,0.14384921,0.43734905,0.79570317,0.56265092,0.56265092,0.20429683,0,111.02779,202.0015,142.8376,142.8376,51.863895,0,4,1,4,0.28769842,0.14384921,0.11111111,5.2701998,0,0,0,0,17.643185,7.0012131,0,35.286369,18.868406,234.89186,7.8053999,0,0,17.643185,7.0012131,0,54.154774,0,234.89186,0,0.55642158,5.3923173,2.3051085,8.1215649,253.86539,335.39407,0,0,0,0,242.79082,0,0,364.914,448,43,120,0.15723072,0,0.0075396081,0,0.8,1,0,0,0,0,0.96477032,1,1
16,Fc1ccc(cc1)C(N1CCN(CC1)c1nc(nc(n1)NCC=C)NCC=C)c1ccc(F)cc1,Almitrine,1,73.910995,0,0,3,4,4,0,18,0,64,2,6,35,25,99.25563,1.5508692,0,0,26,0,2,29,0,7,0,0,0,1.3595728,-2.7468309,-0.64169186,0.70407993,2.6669016,-2.8587539,-0.53807992,0.80591482,2.6200678,-2.4590037,-0.49986199,0.85431087,2.9494252,43.349003,10,0.2631579,18,67,2,38,4,10,0.2631579,47,0,24.622746,19.499704,15.507708,17.93251,17.067213,11.526506,6.8530779,9.3468666,0,0,0.73553044,16,0,-0.83862734,-0.41605434,0.083142579,2.8506565,-0.98905057,-0.28012064,0.20912701,2.8919733,-0.50968689,-0.21605732,0.19305076,3.1211884,28.01939,14.235294,7.9926538,20.080999,10.094683,5.6244392,5.7917519,7,2,1,0,3.6359999,-6.9407001,13.327368,0,1,26,0,4,12,2,8.2889996,-8.29,2.7349854,-2.7349854,0.076694362,0.10570439,130.33858,67.126747,35.279716,0,47.044724,0,0,53.436695,73.529427,44.602535,17.047728,23.817272,0.27378201,0,0.85556108,0.43189573,0.04891612,0.14443894,0.56810427,0.095522821,421.36142,212.70744,24.091053,71.135773,279.78976,47.044724,0.5,1,8.2889996,-8.29,0.08686211,0.10482509,0.52686733,0.43189573,0.17550121,0.47313267,0.56810427,0.29763144,259.48068,212.70744,86.433853,233.01651,279.78976,146.58266,8,0,4,0.08686211,0.10482509,1,4.3527002,3.1243138,89.502403,18.242037,110.63747,6.37115,0,0,176.43184,3.9819686,99.819092,13.57404,0,83.401131,21.36635,10.353119,41.718781,176.43184,110.63747,64.201584,69.209999,0.33549348,6.2479277,3.8256969,9.9749565,492.49719,649.27698,17.047728,0,0,11.365152,391.67447,47.044724,28.41288,477.56299,4012,54,178,0.16263251,0,0.28925994,0,0.9,1,3,1,4,1,8.3518925,3,1
17,O=C1N(CCc2n(c3c(c12)cccc3)C)Cc1nc[nH]c1C,Alosetron,0,47.124275,0,0,1,1,3,0,14,0,40,2,5,22,15,60.331604,1.5082902,0,0,17,0,0,18,0,4,1,0,0,1.481707,-2.5867288,-0.51947176,0.60506994,2.5720351,-2.6422148,-0.42564571,0.69889748,2.5649085,-2.3110301,-0.36069635,0.75868237,2.8514066,26.575726,2,0.079999998,15,43,1,25,2,2,0.079999998,27,0,15.26722,12.75796,10.508072,11.698306,10.664703,7.5095515,4.5344572,5.8770099,0,0,0.72355318,10,0,-0.86958194,-0.37464997,0.062403172,2.6861634,-0.93164653,-0.27800554,0.1435125,2.7519431,-0.50704581,-0.18970408,0.17352395,2.9729731,15.5232,6.1358657,2.6063101,10.832113,4.2015314,1.7603157,2.0687029,5,1,1,0,1.768,-2.7841499,8.5207615,0,1,20,1,4,2,0,3.2969999,-3.2969999,1.7652547,-1.7652547,0.14571537,0.19721332,110.09338,68.929657,4.2653861,8.6190128,0,12.949531,0,31.002581,36.764713,0,0,5.6825762,13.566921,0.13689101,0.88926458,0.29846063,0.066389315,0.11073541,0.7015394,0.04434609,259.67474,87.153679,19.386389,32.335918,204.85696,12.949531,0.5,1,3.2969999,-3.2969999,0.21716712,0.20018199,0.64439487,0.31018153,0.11180619,0.35560513,0.6898185,0.24379893,188.17017,90.576309,32.648598,103.84048,201.43434,71.191879,5,0,4,0.21716712,0.20018199,1,3.03389,0,27.06772,16.78553,18.439579,35.318035,18.868406,0,92.075371,0,84.662781,8.5174198,23.862217,21.808937,16.78553,11.455817,4.7171016,124.66625,23.698362,66.223206,53.919998,0.47938794,5.643856,3.1311238,8.6304626,292.01065,406.82291,13.566921,0,0,0,214.16467,37.740047,24.932074,294.358,997,38,124,0.10433874,0,0.6273762,1,0.1,0,0,0,0,0,0.83171493,1,0
18,Clc1cc2c(-n3c(nnc3C)CN=C2c2ccccc2)cc1,Alprazolam,1,45.168308,0,0,2,2,3,0,17,0,35,0,3,22,15,53.93232,1.5409235,0,0,17,1,0,13,0,4,0,0,0,1.6001269,-2.2637928,-0.61782914,0.62759274,2.3725679,-2.1942933,-0.49650812,0.76532167,2.4539328,-1.9802769,-0.46058318,0.83761948,2.6753638,19.251692,1,0.039999999,17,38,1,25,2,1,0.039999999,20,0,15.104083,12.748656,9.8259087,11.405413,10.737184,7.4270864,5.0022707,6.9350882,0,0,0.77270257,9,0,-0.79807508,-0.38278958,0.046107363,2.5604134,-0.86626387,-0.28017744,0.15515132,2.6643376,-0.48244363,-0.20281337,0.20552821,2.8709671,15.5232,6.4814816,2.9219532,11.242508,4.6158576,2.0556045,2.3588097,4,0,1,0,4,-4.5496302,8.717248,0,1,22,1,4,1,0,2.773,-2.7720001,1.3083251,-1.3083251,0.12187711,0.21483958,21.732985,56.052963,24.382887,11.190562,0,0,0,55.51239,90.856468,18.842079,0,0,5.6825762,0,0.98000872,0.60120231,0.019991267,0.019991267,0.39879766,0,278.57034,170.89351,5.6825762,5.6825762,113.3594,0,0.44444445,0.80000001,2.773,-2.7720001,0.15362424,0.25108224,0.84374291,0.55881709,0.086277589,0.15625709,0.44118291,0.069979496,239.83638,158.84538,24.524654,44.416531,125.40752,19.891876,5,0,4,0.15362424,0.25108224,1,3.8465199,0,37.981853,0,0,11.02699,16.78553,3.5006065,143.90222,0,90.914238,8.7096004,0,52.010635,0,14.527596,2.7567475,159.58505,2.7567475,72.474655,43.07,0.47938794,5.643856,2.9352038,8.6676722,284.2529,399.60004,24.524654,0,0,0,221.39424,29.080677,24.524654,308.772,926,40,122,0.45631579,0,0.5,1,0.7,1,0,0,0,0,1.6563158,2,1
19,Oc1cc(ccc1)[C@@]1(CCN(C[C@@H]1C)C[C@H](Cc1ccccc1)C(=O)NCC(O)=O)C,Alvimopan,1,70.745377,0,0,4,5,5,0,12,0,63,4,9,31,23,90.472229,1.4360671,0,0,25,0,0,32,0,2,4,0,0,1.5830945,-2.8499632,-0.54376453,0.60310519,2.7880468,-2.8807573,-0.48714226,0.69713247,2.8027205,-2.5818162,-0.41019976,0.73941785,3.053272,39.538624,8,0.24242425,12,65,2,33,4,9,0.27272728,51,0,22.43251,18.251631,15.593493,17.148054,14.774713,10.829855,8.4221563,10.332318,3,0,0.70625103,14,0,-0.85577041,-0.39811692,0.074162029,3.0216506,-1.1627811,-0.32640022,0.14128798,3.0564466,-0.52639306,-0.21563627,0.18234825,3.2659791,25.619835,11.92344,7.2391505,20.156639,9.3012114,5.6119161,6.0477796,6,3,1,0,3.3280001,-3.8540399,12.162448,0,1,18,1,3,10,0,5.5,-5.5,2.6231132,-2.6231132,0.10635902,0.13717428,103.1616,55.377766,13.192325,8.6190128,33.597878,14.708499,0,59.521839,123.27969,0,0,0,27.133842,15.671971,0.79942918,0.49664322,0.094231054,0.20057082,0.50335681,0.10633978,363.15222,225.60733,42.805813,91.11219,228.65707,48.306377,0.5,1,5.5,-5.5,0.11981818,0.14727272,0.66429132,0.34675187,0.094231054,0.33570868,0.65324813,0.24147762,301.76392,157.51703,42.805813,152.5005,296.74738,109.69469,7,0,3,0.11981818,0.14727272,1,3.0513699,43.395977,16.128561,47.724434,99.143539,15.192742,18.868406,0,158.78867,18.868406,71.895454,11.99613,47.724434,28.509541,52.217567,11.614578,0,196.52547,86.762558,66.652031,89.870003,0.36097246,6.044394,3.6723928,9.6267767,454.2644,601.11914,13.566921,0,0,5.6825762,331.20105,27.65803,59.95026,424.54099,2864,48,158,0.077065408,0,0.54792386,1,0.3,0,2,1,2,1,4.9249892,3,1
20,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2\N=C\N1CCCCCC1,Amdinocillin,1,50.342239,0,0,2,3,4,0,0,0,45,2,6,22,13,74.978333,1.6661851,0,0,15,0,0,23,0,3,3,0,1,1.5664005,-2.6230884,-0.41908315,0.43234363,2.8429589,-2.8230455,-0.34689531,0.42825279,2.7629871,-2.371511,-0.19406809,0.63213903,3.1212308,34.619762,3,0.125,0,47,3,24,4,3,0.125,44,0,15.905413,13.882137,10.052042,10.336499,10.415521,8.7977495,4.6993589,4.7886753,3,0,0.7801044,11,0,-0.87479776,-0.38025156,-0.0085383309,2.7536383,-1.0440109,-0.33385968,0.044627074,2.7451553,-0.53579432,-0.16237757,0.20871612,3.0116038,16.84375,6.4814816,3.1653478,15.150245,5.7989182,2.8211174,3.9934106,6,1,1,0,1.92,-2.49122,8.5175247,0,1,16,1,3,6,0,4.3470001,-4.3470001,2.1906559,-2.1906559,0.12953953,0.16528536,103.1616,34.033085,12.533369,3.1459606,10.324173,27.65803,0,54.89798,17.402626,19.760618,0,0,32.816418,7.7675405,0.75713813,0.41002971,0.12545219,0.24286188,0.58997029,0.1174097,244.93524,132.64519,40.583958,78.566162,190.85622,37.982204,0.45454547,0.83333331,4.3470001,-4.3470001,0.15159881,0.18127444,0.5135653,0.18653575,0.18653575,0.48643467,0.81346422,0.29989892,166.1391,60.344578,60.344578,157.3623,263.15683,97.017723,6,0,3,0.15159881,0.18127444,1,1.4062001,0,19.252876,74.82103,62.264381,0,16.78553,0,0,75.473625,98.871574,8.6049805,47.724434,23.034157,25.385227,10.311065,0,75.473625,49.883404,115.6571,73.209999,0.46637034,5.5849624,3.2984164,8.6067877,323.5014,417.16595,19.249496,0,0,0,204.48523,52.448547,46.383339,325.43298,1095,36,120,0.098457634,0,0.095975861,0,0,0,0,0,0,0,0.1944335,0,1
21,O1[C@H](CN)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1[C@H](O)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](N)[C@H]2O)[C@H](NC(=O)[C@@H](O)CCN)C[C@@H]1N,Amikacin,1,83.3181,0,0,3,5,17,0,0,0,83,13,30,40,19,137.97603,1.6623619,0,0,22,0,0,43,0,5,13,0,0,1.8425663,-2.8172746,-0.57652402,0.65963358,2.8532338,-3.0163407,-0.64355356,0.55315071,2.6822278,-2.5956461,-0.46724349,0.74650449,3.0617805,53.649902,10,0.23809524,0,85,1,42,6,11,0.26190478,84,0,29.886023,21.70149,13.273138,13.350489,18.851881,13.065117,6.8299165,6.8745747,16,0,0.84063667,15,0,-0.840074,-0.42630306,0.10415069,3.1872966,-1.3644388,-0.50623178,0.054200001,3.050729,-0.52663231,-0.25150666,0.16582985,3.3848968,34.489796,15.134642,7.7555523,33.267967,14.584665,7.4687963,12.130054,18,17,0,3,-8.2089996,1.90969,13.126286,0,1,18,0,3,16,5,12.94,-12.94,6.4014821,-6.4014821,0.039039079,0.061293099,54.726761,93.754776,122.90632,30.928831,95.542915,0,0,30.594952,0,0,0,0,13.566921,98.896713,0.61545652,0.26447362,0.20791247,0.38454345,0.73552638,0.17663099,332.91165,143.05859,112.46364,208.00655,397.85959,95.542915,0.46666667,0.875,12.94,-12.94,0.043972179,0.076506957,0.23719421,0.20791247,0.20791247,0.76280576,0.79208755,0.55489331,128.30266,112.46364,112.46364,412.61551,428.45456,300.15189,8,1,3,0.043972179,0.076506957,0.55000001,-8.4242001,352.6813,5.2587838,168.01582,57.805416,0,0,0,0,37.736813,0,13.14257,67.861771,203.08182,18.01075,100.15405,131.58875,37.736813,63.064198,0,331.94,0.29692331,6.3923173,3.7147152,10.399692,540.91821,696.62433,23.581945,0,0,5.6825762,207.41684,42.366531,208.76985,585.60797,5207,74,206,0.0082033258,0,0.23145875,0,0.1,0,0,0,0,0,0.33966208,0,1
22,OC(=O)CCC(=O)CN,Aminolevulinic acid,1,18.307137,0,0,1,2,4,0,0,0,18,3,7,9,3,30.164797,1.675822,0,0,5,0,0,9,0,1,3,0,0,3.0981257,-2.4402947,-0.54227895,0.42893779,2.5154769,-2.6593468,-0.50347686,0.3848986,2.48752,-2.2115922,-0.31978643,0.60008496,2.7442689,11.094863,4,0.5,0,17,2,8,6,4,0.5,15,0,7.276021,4.9623809,3.1213202,3.2760208,4.1639023,2.6007636,1.5606601,1.7247449,0,0,0.81148845,6,0,-0.82092291,-0.4641223,0.044296693,2.0581579,-1.3633078,-0.39613026,0.043216228,2.0013273,-0.49802899,-0.23465107,0.2071781,2.2753632,9,4.8395061,5.8775511,7.1872501,3.7420247,4.4037552,2.9883184,4,3,1,0,-1.39,0.62707001,3.2049372,0,1,0,1,0,4,0,2.78,-2.78,1.2162968,-1.2162968,0.21375836,0.27235049,34.464172,21.723097,25.696545,0,10.324173,14.708499,0,0,0,0,0,0,27.133842,14.418659,0.5515213,0.27987328,0.27987328,0.44847867,0.72012675,0.16860539,81.883812,41.552502,41.552502,66.585175,106.91648,25.032671,0.5,1,2.78,-2.78,0.23705035,0.3561151,0.28958872,0.27987328,0.27987328,0.71041131,0.72012675,0.430538,42.994942,41.552502,41.552502,105.47404,106.91648,63.921543,3,1,0,0.23705035,0.3561151,1,-0.62099999,32.897186,13.433075,47.724434,43.824806,0,0,0,0,37.736813,0,3.0931201,47.724434,0,25.385227,0,32.897186,37.736813,31.872654,0,80.389999,0.71696228,4,2.4643669,5.9662862,148.46898,161.59317,13.566921,0,0,0,51.916496,23.167019,58.443253,131.131,104,7,34,0.16856986,0,0.0013823635,0,0,0,0,0,0,0,0.16995223,0,1
23,S=C(N\N=C\c1ccc(NC(=O)C)cc1)N,Amithiozone,1,33.703514,1,0,0,1,3,0,6,0,28,3,6,16,7,50.367107,1.7988253,0,0,10,0,0,12,0,4,1,0,1,2.0884061,-2.3064387,-0.57116687,0.55302495,2.2801812,-2.5665798,-0.53807992,0.80591482,2.3524964,-1.9826618,-0.34227642,0.85431087,2.6000834,15.876484,3,0.1875,6,28,3,16,2,5,0.3125,19,0,11.966255,9.5443087,5.8867512,6.8449349,7.5753875,4.9470196,2.6100423,3.6185918,0,0,0.79240614,11,0,-0.82233542,-0.3822819,0.082362667,2.1746874,-1.370809,-0.37639835,0.16445385,2.2717369,-0.46820652,-0.21605732,0.21408604,2.4979539,14.0625,7.3499999,6.3699999,9.946414,5.0663629,4.3062186,3.149509,5,4,1,0,2.931,-2.7804101,6.507298,0,1,7,1,1,3,0,3.777,-3.777,1.4709595,-1.4709595,0.15101343,0.22187217,68.15593,21.326929,48.622536,17.238026,12.949531,0,0,26.718348,24.509808,0,3.8753545,9.4210396,13.566921,6.7880106,0.83123952,0.33526352,0.11761142,0.16876048,0.66473645,0.051149055,210.44693,84.879478,29.77597,42.725502,168.29295,12.949531,0.45454547,0.83333331,3.777,-3.777,0.15064867,0.21180831,0.43764034,0.45050502,0.25688356,0.56235963,0.54949498,0.30547607,110.79847,114.05545,65.035835,142.37396,139.11697,77.33812,6,0,1,0.15064867,0.21180831,1,0.81209999,50.785416,23.554056,41.076572,0,3.185575,16.663008,0,70.572739,0,81.274788,6.82618,23.862217,16.663008,17.888229,3.185575,53.664684,70.572739,5.5433049,95.732399,111.6,0.54356444,5,3.2707491,7.6347189,253.17242,298.20441,54.372471,0,0,32.846104,101.55052,46.415661,87.218575,236.299,538,17,72,0.061773125,0,0.011484665,0,0,0,0,0,0,0,0.073257789,0,1
24,O=C1N(CCN(C)C)C(=O)c2c3c1cc(N)cc3ccc2,Amonafide,1,44.399483,1,1,0,0,3,0,10,0,38,1,4,21,14,59.179489,1.557355,0,0,16,0,0,17,0,3,2,0,0,1.8103422,-2.6191697,-0.43854734,0.43793139,2.545186,-2.7436492,-0.31306386,0.55024791,2.4558051,-2.3383238,-0.23728552,0.57999122,2.8233728,23.80052,3,0.13043478,11,40,2,23,5,3,0.13043478,27,0,15.1459,12.089239,9.8009653,10.991199,9.9860706,6.8197374,4.1487174,5.6161566,0,0,0.73325646,9,0,-0.85989094,-0.39488679,0.022927457,2.6084282,-1.3343207,-0.30546054,0.11217688,2.654448,-0.5161649,-0.16280912,0.11262438,2.9056628,15.879017,6.2456746,2.933454,11.185698,4.3155203,1.9969155,2.2986717,5,2,1,0,1.5700001,-3.43138,8.0180845,1,1,15,1,3,3,0,4.02,-4.02,1.6879383,-1.6879383,0.15514603,0.18167774,73.832909,29.857702,17.238026,0,0,25.899061,0,85.45063,24.509808,0,0,0,27.133842,6.6511192,0.79459894,0.49469617,0.1162701,0.20540106,0.5053038,0.089130968,230.88907,143.74539,33.784962,59.684025,146.8277,25.899061,0.44444445,0.80000001,4.02,-4.02,0.13532339,0.2238806,0.48452187,0.3271448,0.1162701,0.51547813,0.6728552,0.39920804,140.78902,95.059479,33.784962,149.78407,195.51361,115.99911,5,0,3,0.13532339,0.2238806,1,1.5796,32.897186,16.766195,0,36.879158,54.095581,65.794373,0,93.361847,0,2.7567475,8.2281399,47.724434,6.2486277,0,6.37115,7.9026761,121.11311,47.396725,65.794373,66.639999,0.48250595,5.523562,2.9802246,8.5165777,290.57309,386.40094,27.133842,0,0,17.742489,202.97412,25.899061,44.876331,283.33099,842,38,114,0.17407793,0,0.30766764,0,0,0,0,0,0,0,0.48174557,0,1
25,O(C)c1ccc(cc1)C1C(=O)c2c(cccc2)C1=O,Anisindione,0,38.567516,1,1,0,0,3,0,12,0,31,0,3,19,14,41.805649,1.3485693,0,0,16,0,0,12,0,0,3,0,0,1.6809487,-2.3095295,-0.63992232,0.65159941,2.5224426,-2.3038945,-0.53807992,0.73351258,2.508388,-2.029068,-0.43005973,0.82615429,2.7984483,16.950483,2,0.095238097,12,33,2,21,2,2,0.095238097,19,0,13.405413,10.420897,9.1961527,10.698306,9.2195454,6.0353637,5.0147429,6.9494896,0,0,0.74047905,10,0,-0.78916454,-0.42880082,0.060547557,2.4735835,-0.88678306,-0.30901262,0.14598094,2.5533316,-0.48353302,-0.21605732,0.19305076,2.7634909,13.959184,5.7800002,2.4921579,9.5810661,3.8759706,1.6409315,1.9545227,3,0,1,0,2.6949999,-3.89785,7.230813,0,1,16,1,3,2,0,2.845,-2.8469999,1.355067,-1.355067,0.13183947,0.25674906,29.414736,59.64315,0,16.917038,0,0,0,26.718348,73.529427,0,0,0,27.133842,2.503756,0.87434256,0.55068773,0.12565742,0.12565742,0.44931227,0,206.2227,129.88538,29.637598,29.637598,105.97493,0,0.5,1,2.845,-2.8469999,0.14868189,0.20021075,0.69663274,0.55068773,0.12565742,0.30336726,0.44931227,0.17770985,164.308,129.88538,29.637598,71.552292,105.97493,41.914696,5,1,3,0.14868189,0.20021075,1,2.858,10.999887,11.375222,0,0,57.281158,35.383869,4.4107962,141.14548,0,5.2434282,7.0837998,47.724434,10.999887,0,19.210949,0,141.14548,11.375222,35.383869,43.369999,0.51875818,5.3923173,3.0325377,8.1961193,235.86029,340.6835,29.637598,0,0,0,179.41907,16.917038,29.637598,252.269,679,32,102,0.15839703,0,0.080599174,0,0,0,0,0,0,0,0.23899621,0,0
26,Fc1ccc(cc1)[C@H]1N(CCO[C@H]1O[C@H](C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)CC=1NC(=O)NN=1,Aprepitant,1,65.187653,0,0,3,4,5,0,12,0,58,2,7,37,27,111.07594,1.9151024,0,0,23,0,7,21,0,4,3,0,0,1.4872676,-2.7191172,-0.51503021,0.52605903,2.6938181,-2.8004551,-0.31965038,0.75566995,2.6752541,-2.465904,-0.29236671,0.70839745,2.9381289,39.468346,6,0.15000001,12,61,2,40,5,8,0.2,47,0,26.957455,19.159746,13.394823,14.84457,17.307701,11.005655,6.3950052,8.1454315,3,0,0.90830022,14,0,-0.82314903,-0.38004974,0.041048784,2.8785965,-1.1957953,-0.26386139,0.26019999,2.9284136,-0.51689559,-0.17879839,0.15671726,3.1184971,29.969999,12.25,7.8093452,23.325542,9.4637394,6.0009503,5.9661307,7,2,0,2,5.4825201,-6.8309999,11.789422,0,1,23,0,4,8,2,7.7259998,-7.7259998,3.4581394,-3.4581394,0.12071294,0.10066026,34.519257,100.32699,20.211409,28.392935,0,0,35.531548,84.439278,24.509808,0,80.872856,29.35091,0.13689101,5.0075121,0.84203255,0.50601751,0.077814937,0.15796742,0.49398249,0.080152482,373.27252,224.31725,34.495316,70.026863,218.98213,35.531548,0.5,1,7.7259998,-7.7259998,0.15066011,0.1048408,0.48576197,0.47369039,0.23338524,0.51423806,0.52630961,0.28085279,215.33798,209.98665,103.45953,227.96141,233.31273,124.50188,7,1,4,0.15066011,0.1048408,1,5.7807999,35.898979,10.28219,39.647297,57.805416,12.7423,16.663008,15.519032,123.50229,10.450618,161.90903,11.59584,45.861992,124.50812,60.539028,31.719419,0,123.50229,64.963287,33.326015,75.190002,0.32120815,6.321928,3.6776359,10.164565,443.29938,588.3869,27.995472,0,0,15.103616,337.18994,43.339603,43.099087,534.43201,4275,59,200,0.035616957,0,0.73034638,1,1,1,3,1,3,1,7.7659636,4,1
27,Oc1cc(ccc1O)[C@@H](O)CNCCCCc1ccc(O)cc1,Arbutamine,0,51.324238,0,0,3,4,5,0,12,0,46,5,10,23,18,66.983276,1.4561582,0,0,18,0,0,23,0,1,4,0,0,1.4722016,-2.6532457,-0.67378199,0.71655345,2.5850487,-2.7285099,-0.6587503,0.80591482,2.6442251,-2.3885915,-0.54204208,0.85431087,2.8460019,25.803761,8,0.33333334,12,47,0,24,9,8,0.33333334,35,0,16.65649,12.943191,10.654336,11.949383,11.058551,7.7460041,6.1098781,7.7491498,1,0,0.72002876,16,0,-0.84515804,-0.42187968,0.14736681,2.5629575,-1.1526104,-0.33173081,0.16561298,2.6547036,-0.52603883,-0.24952343,0.21775807,2.8143106,19.326389,10.095734,6.7901235,15.551207,8.0380373,5.3628755,5.434834,5,5,1,0,2.9849999,-2.3833499,8.9471092,0,1,12,1,2,8,0,4.5139999,-4.5139999,2.2376792,-2.2376792,0.097163908,0.17246199,55.846184,47.486538,25.536053,0,41.296692,0,0,92.732956,36.764713,0,0,0,0,31.207052,0.78086954,0.48570323,0.094318114,0.21913049,0.51429677,0.12481236,258.36646,160.70473,31.207052,72.503746,170.16547,41.296692,0.5,1,4.5139999,-4.5139999,0.099689856,0.19937971,0.66025245,0.36693683,0.094318114,0.33974755,0.63306314,0.24542943,218.45786,121.40846,31.207052,112.41233,209.46173,81.205284,8,0,2,0.099689856,0.19937971,1,2.54477,119.55166,0,0,36.879158,6.37115,18.868406,0,123.50229,44.20546,15.730285,8.8756905,0,101.54091,18.01075,28.570084,0,180.10751,36.879158,0,92.949997,0.43892586,5.5849624,3.7729805,8.6816177,330.87018,440.79486,0,0,0,0,236.93512,0,59.95026,317.38498,1574,30,110,0.53038794,1,0.17581952,0,0.1,0,0,0,0,0,0.80620748,1,0
